Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Travel_Rarely,Research & Development,0,Undergraduate,Male,85.17864650412554,3,3,4,Married,7807.381007570778,No,29,3,7,8,11,9,1
44,Travel_Frequently,Sales,0,High School,Female,54.867583046054,3,1,7,Single,10001.87208201331,No,0,2,2,8,14,5,1
44,Travel_Rarely,Sales,0,Masters,Male,65.41794222713362,3,2,4,Single,4592.345756077829,No,21,1,9,4,5,4,0
50,Travel_Rarely,Human Resources,0,Masters,Female,71.09871880268852,1,1,3,Married,5003.959264479515,No,11,5,14,10,4,10,1
32,Travel_Rarely,Research & Development,0,Undergraduate,Female,68.91722039169535,4,1,1,Divorced,4244.619159437473,No,8,3,1,5,2,2,0
31,Travel_Frequently,Research & Development,1,Undergraduate,Female,65.42864868017911,2,3,2,Married,7737.276664488686,Yes,1,2,11,8,10,8,1
26,Travel_Rarely,Sales,0,Masters,Male,58.02374667290818,1,2,3,Married,1627.6355027885097,No,38,1,6,13,13,5,1
47,Travel_Frequently,Research & Development,0,Undergraduate,Male,67.13659288999645,4,4,1,Married,8047.950319028703,No,31,1,13,12,3,1,0
27,Travel_Rarely,Sales,0,Undergraduate,Female,71.41685939731646,3,1,1,Single,8953.112399784355,Yes,9,6,12,8,3,4,1
38,Travel_Frequently,Research & Development,1,Phd,Male,50.14694591849205,2,1,3,Single,2068.1525245728326,No,1,2,12,9,6,14,1
44,Travel_Rarely,Research & Development,0,High School,Male,48.801863608399145,3,3,3,Single,6798.182166211167,No,37,2,8,12,2,13,0
45,Travel_Rarely,Sales,0,Undergraduate,Male,69.86730089781177,0,2,3,Divorced,6605.7330444960535,No,27,3,1,6,14,14,1
47,Travel_Frequently,Research & Development,0,Undergraduate,Male,72.31648262572072,2,4,2,Divorced,2967.882304445683,Yes,32,1,7,14,0,6,1
40,Travel_Rarely,Sales,0,Phd,Male,39.38104090303641,1,2,4,Single,6241.807287435417,No,35,2,12,2,14,13,0
36,Travel_Rarely,Human Resources,0,Undergraduate,Male,84.07720205465947,5,0,6,Divorced,4239.256676801594,No,26,3,19,3,9,0,0
30,Travel_Rarely,Research & Development,0,Masters,Male,62.32692202197883,3,3,3,Divorced,938.1423380838278,No,15,6,0,9,10,11,1
34,Travel_Frequently,Sales,1,Phd,Female,81.04147495475064,2,3,1,Married,6412.58772189393,No,32,2,7,1,3,7,0
22,Travel_Rarely,Research & Development,0,Undergraduate,Female,82.52881721723676,1,0,9,Single,3300.962169794815,No,34,9,3,11,8,14,1
23,Travel_Rarely,Sales,0,Undergraduate,Female,52.787483839342194,0,4,6,Single,4573.872054251449,Yes,9,6,5,0,0,13,1
30,Travel_Rarely,Human Resources,0,Undergraduate,Male,85.60403738112551,0,0,1,Single,2885.434599131259,No,1,3,0,13,10,4,1
36,Travel_Rarely,Research & Development,0,Undergraduate,Male,63.84346804336587,1,1,3,Married,7772.329000390702,No,28,1,2,7,10,10,1
34,Travel_Frequently,Research & Development,0,Masters,Male,73.970790957631,0,2,3,Married,4684.834190594979,No,31,3,8,1,7,1,1
50,Travel_Rarely,Research & Development,0,Phd,Male,70.70002440467849,2,1,2,Married,6268.636850427398,No,28,4,9,13,1,5,0
44,Travel_Rarely,Sales,1,High School,Female,61.13079121520729,5,0,3,Single,8048.34110113251,No,23,3,13,2,3,7,0
40,Travel_Rarely,Sales,0,High School,Female,79.94844210959852,2,3,2,Single,2516.163214934702,No,15,2,15,7,3,4,0
55,Travel_Frequently,Sales,0,Phd,Male,58.286102026219545,2,3,3,Married,6294.840195311052,Yes,9,1,13,3,12,3,1
33,Travel_Rarely,Research & Development,0,High School,Male,53.988868012523035,3,1,2,Single,5803.224589523253,No,30,5,16,1,11,9,1
37,Travel_Frequently,Research & Development,0,High School,Female,64.54841484455645,3,0,2,Single,7233.316389815469,No,19,2,17,12,13,7,1
35,Travel_Rarely,Research & Development,0,Undergraduate,Male,66.00455196594234,2,3,2,Single,2852.555613458126,Yes,2,4,8,2,0,3,1
39,Travel_Rarely,Research & Development,0,High School,Male,80.65488021888835,4,2,5,Single,8932.747658403721,No,35,3,17,8,10,11,0
32,Travel_Frequently,Sales,0,High School,Male,58.81454186581203,1,0,3,Single,5520.852100939726,Yes,27,3,8,4,9,1,1
33,Travel_Rarely,Sales,1,Undergraduate,Male,66.56253297841741,1,2,4,Married,6514.019356097167,No,0,2,18,1,10,12,0
46,Travel_Rarely,Research & Development,0,Masters,Male,46.447626457123626,4,2,5,Married,6607.600591255092,No,14,4,0,12,3,11,0
33,Travel_Rarely,Sales,0,Undergraduate,Male,71.46767850269912,2,3,2,Single,4570.538035113635,No,24,4,19,5,9,9,1
38,Travel_Rarely,Human Resources,0,High School,Female,62.581766180365676,1,1,4,Married,5339.819167457738,No,37,2,11,5,6,4,0
36,Travel_Rarely,Research & Development,0,Phd,Female,60.15385781155456,2,1,5,Divorced,2583.182438850045,Yes,34,3,11,5,3,10,0
31,Travel_Rarely,Sales,0,Phd,Female,93.10470266811572,2,1,3,Single,5979.49527248659,No,36,3,11,0,0,5,0
31,Travel_Rarely,Research & Development,0,Masters,Male,52.83273087175756,4,3,6,Married,6202.0259036829775,No,21,7,3,2,8,0,1
45,Non-Travel,Sales,0,Undergraduate,Female,68.07557941605741,2,0,4,Single,4561.32321727843,No,13,0,5,3,0,0,0
48,Travel_Rarely,Research & Development,0,Masters,Male,58.30574308386703,2,3,5,Single,5963.511571724508,No,8,2,2,7,8,7,1
37,Travel_Rarely,Sales,0,Phd,Male,46.77499269698873,3,1,4,Single,2166.216204048041,Yes,23,2,12,1,12,14,0
48,Travel_Rarely,Research & Development,0,Undergraduate,Male,68.64922468996672,1,5,2,Married,6153.397909840941,No,25,4,3,9,9,5,1
33,Travel_Rarely,Research & Development,0,Undergraduate,Male,53.06605745606598,3,0,1,Single,6415.48729931217,No,13,4,3,7,0,0,0
21,Non-Travel,Research & Development,1,Undergraduate,Male,86.5543486069001,2,3,4,Married,6886.731218035937,No,32,1,15,10,4,11,0
38,Travel_Rarely,Research & Development,0,Masters,Male,46.98777252293171,1,0,3,Married,3197.186709388011,Yes,18,1,6,11,0,7,1
39,Travel_Rarely,Sales,0,High School,Female,62.22619041785659,2,0,3,Married,5112.8722276231265,No,4,2,6,7,3,11,0
46,Travel_Frequently,Research & Development,0,Undergraduate,Female,105.71185548435444,0,2,2,Divorced,3761.6856422151413,No,7,2,16,10,9,1,1
43,Travel_Rarely,Research & Development,1,Undergraduate,Male,76.05029262683017,4,1,0,Single,4732.861024367228,No,8,2,6,10,7,10,1
28,Travel_Rarely,Sales,0,Undergraduate,Female,85.67120551136274,3,1,6,Divorced,2323.9124568630414,No,38,1,7,5,3,11,0
36,Travel_Rarely,Sales,0,Masters,Male,54.77372556345678,1,3,2,Married,2770.037175783805,No,9,3,9,3,1,5,0
29,Travel_Rarely,Research & Development,0,Phd,Male,45.05940603112516,2,1,1,Married,7332.32601999845,Yes,18,2,15,5,3,8,1
37,Travel_Frequently,Research & Development,0,Undergraduate,Male,70.95483818874301,2,2,4,Single,5732.824863098138,No,15,6,4,12,2,4,0
30,Travel_Rarely,Sales,0,High School,Female,56.25452087627377,3,2,1,Single,5735.181632473791,No,1,4,17,6,10,1,1
48,Travel_Rarely,Human Resources,0,Masters,Male,68.1995566695916,3,0,2,Married,7887.451736587353,No,8,2,0,1,3,10,0
43,Travel_Rarely,Research & Development,0,Undergraduate,Female,56.269090108898524,2,2,6,Single,7392.373944688379,No,26,0,16,1,14,4,0
43,Travel_Frequently,Human Resources,0,Undergraduate,Male,45.12768943895995,1,1,2,Married,5036.983733001325,No,2,4,18,7,2,14,0
34,Non-Travel,Sales,0,Undergraduate,Male,70.0938712021092,0,1,4,Single,8624.399285881129,No,15,4,0,10,10,1,1
42,Travel_Rarely,Research & Development,0,Phd,Female,89.34257350945803,3,1,8,Married,1512.4233654267264,No,24,1,15,11,6,5,0
32,Travel_Rarely,Research & Development,0,High School,Female,81.23018186321082,0,1,5,Single,6815.246147924092,No,39,3,11,14,12,1,0
31,Travel_Rarely,Research & Development,0,High School,Male,71.84474167250147,4,1,3,Married,5074.571368120229,Yes,12,2,17,9,10,6,1
40,Non-Travel,Sales,0,High School,Female,91.15653025496111,2,3,3,Single,7376.48067815463,No,10,3,11,7,3,12,0
27,Travel_Rarely,Sales,0,Masters,Female,48.355734020138534,1,0,0,Divorced,5270.015651546317,No,38,3,8,12,14,12,1
50,Travel_Rarely,Research & Development,0,Undergraduate,Female,50.92992067954572,3,1,2,Married,6563.55894988844,No,0,3,10,8,9,1,1
41,Travel_Rarely,Research & Development,0,Undergraduate,Male,41.52750831931182,1,0,3,Married,5220.787263349734,Yes,12,1,9,6,14,3,1
39,Travel_Rarely,Sales,0,Undergraduate,Female,70.99229049068141,2,2,3,Single,5963.276810703963,No,35,0,4,6,14,12,1
45,Travel_Rarely,Sales,0,High School,Female,81.23622459504456,0,2,3,Married,4148.128323396822,Yes,6,2,16,7,3,5,1
21,Travel_Rarely,Research & Development,0,Undergraduate,Male,54.64391983033276,3,3,4,Single,7904.00060809034,Yes,28,2,2,4,13,4,1
19,Travel_Rarely,Human Resources,0,Phd,Male,67.38764321982116,2,1,1,Divorced,3578.911759532569,No,13,1,0,3,4,14,1
34,Travel_Rarely,Sales,2,Undergraduate,Male,64.08530641877361,2,2,5,Single,5175.98507933931,No,30,4,3,8,11,13,1
54,Travel_Rarely,Research & Development,0,Phd,Male,97.4427325186856,2,4,5,Divorced,4472.234155893773,No,0,3,10,2,13,5,0
47,Travel_Rarely,Sales,0,Phd,Male,51.637981535794715,2,0,7,Single,3577.850092099269,No,24,2,12,13,9,5,0
25,Non-Travel,Research & Development,0,Undergraduate,Female,54.37393752687288,1,2,5,Married,7783.091243689653,No,28,2,10,4,11,8,0
33,Non-Travel,Research & Development,0,Masters,Female,53.87233908228538,3,4,5,Single,6031.612423932621,No,3,6,4,1,8,9,1
36,Travel_Rarely,Sales,0,Undergraduate,Male,39.68694748322173,2,3,4,Married,4436.7390971762625,Yes,39,5,19,2,1,11,0
26,Travel_Rarely,Research & Development,0,Undergraduate,Male,77.13931950960406,1,1,6,Divorced,3739.632835114637,No,5,3,13,10,12,14,0
38,Travel_Rarely,Sales,0,Masters,Female,52.07706012510043,0,5,1,Single,6108.202943981631,No,9,2,17,6,5,1,1
25,Travel_Rarely,Research & Development,0,Masters,Male,75.42296533482228,3,1,7,Single,2778.1897730161572,No,7,0,0,0,12,13,1
45,Travel_Rarely,Sales,0,Phd,Male,61.496039708666686,1,2,3,Married,4712.492150171853,Yes,5,1,17,9,5,2,1
37,Travel_Frequently,Research & Development,0,Phd,Female,77.44544961519624,2,4,4,Married,4852.2768538805285,No,7,4,12,7,4,13,0
37,Travel_Rarely,Research & Development,0,Masters,Male,81.54835041539323,2,4,4,Married,2960.926437140931,No,3,1,9,11,5,6,0
44,Travel_Rarely,Sales,0,Undergraduate,Female,63.35426706313145,1,2,4,Married,1688.3848028198104,Yes,8,3,9,0,1,7,0
28,Travel_Frequently,Sales,0,Phd,Female,55.07028963471873,6,1,4,Single,5798.345711500018,Yes,26,2,15,1,0,6,0
47,Travel_Rarely,Research & Development,0,Phd,Female,77.13306417022562,3,4,1,Married,6126.521346571125,No,3,3,12,2,14,1,1
49,Travel_Rarely,Research & Development,0,Masters,Male,53.52886247905746,0,4,3,Married,6870.1731458520735,No,6,3,6,11,7,12,1
44,Travel_Rarely,Research & Development,0,Undergraduate,Female,48.72104057680488,0,1,10,Single,10364.99158779184,No,5,4,2,7,12,1,1
43,Travel_Rarely,Sales,0,Phd,Male,23.743110263384693,3,4,7,Single,5137.403061645586,No,7,4,9,13,2,14,0
45,Travel_Rarely,Research & Development,0,High School,Male,56.17205492312148,1,0,2,Married,7600.072949090801,Yes,22,1,17,10,3,6,1
29,Travel_Frequently,Research & Development,0,Phd,Male,69.74699386441279,0,2,3,Divorced,6046.746281567637,Yes,0,2,7,13,5,12,1
35,Travel_Rarely,Sales,0,Masters,Female,64.59926258700251,0,3,0,Divorced,634.0223232693961,No,19,5,3,6,4,10,1
39,Travel_Rarely,Sales,0,Masters,Female,57.30856130295459,1,3,2,Married,2593.3424744135373,No,22,2,12,11,8,12,1
29,Travel_Rarely,Sales,0,Masters,Female,71.87106243771561,5,1,6,Married,8536.923128669565,No,17,3,13,8,12,0,0
35,Travel_Rarely,Sales,0,Phd,Male,64.65636501282344,2,3,2,Married,8451.779860830706,No,34,4,7,3,5,7,1
58,Non-Travel,Human Resources,0,Undergraduate,Male,58.610783649455385,4,2,2,Married,6963.941891145068,No,21,0,4,9,11,13,1
33,Travel_Frequently,Sales,0,Undergraduate,Female,69.16378990940223,3,3,0,Divorced,5234.157287886908,Yes,26,1,8,13,9,10,1
35,Travel_Rarely,Sales,0,High School,Female,92.24357213403654,1,3,5,Married,3234.756045869136,No,22,4,0,10,5,5,1
36,Travel_Rarely,Sales,1,Undergraduate,Male,63.98893559457782,2,3,1,Married,4682.472790947477,No,13,0,1,0,6,11,1
44,Travel_Frequently,Research & Development,0,Undergraduate,Female,72.4994742998512,3,4,2,Single,7581.827342142697,No,20,0,4,12,1,4,0
18,Non-Travel,Sales,0,Undergraduate,Female,68.28183876316544,0,4,2,Married,4860.529318645499,No,22,4,16,1,13,5,1
43,Travel_Frequently,Research & Development,0,Phd,Male,52.32982743895128,1,0,1,Single,5616.507622227371,No,39,3,4,5,2,13,0
55,Travel_Rarely,Research & Development,0,Undergraduate,Male,50.17400041152467,1,2,2,Divorced,6341.602141133713,No,24,1,19,8,1,0,0
39,Travel_Rarely,Sales,0,Masters,Male,45.976756969370896,1,3,4,Divorced,2881.2605764365885,No,18,1,9,3,1,9,0
28,Non-Travel,Research & Development,0,Undergraduate,Male,90.31795284467267,2,2,2,Married,6675.362978910957,No,7,1,7,7,2,13,0
44,Travel_Frequently,Research & Development,0,Phd,Male,61.99769138932822,2,2,5,Married,4081.784652799911,Yes,2,0,0,14,0,4,1
43,Travel_Rarely,Human Resources,0,Undergraduate,Male,56.37202975147637,0,0,3,Divorced,5076.18097496673,Yes,17,1,2,0,6,12,1
29,Travel_Rarely,Research & Development,1,High School,Male,35.25316109537836,0,3,3,Married,4300.973827856264,Yes,25,1,6,10,4,14,1
47,Travel_Frequently,Sales,0,High School,Female,87.22683422441489,1,2,2,Married,4999.403448795524,No,1,3,2,9,5,5,1
53,Travel_Rarely,Human Resources,0,High School,Female,58.81470004091897,1,2,5,Single,4636.116226944727,Yes,11,5,14,13,9,2,0
40,Travel_Frequently,Research & Development,0,Masters,Male,69.80178561982348,2,2,1,Single,7952.042050648888,No,2,1,6,3,2,12,0
21,Travel_Rarely,Research & Development,0,Masters,Female,56.472741799177086,3,2,4,Single,6739.2659543578375,No,39,5,17,13,13,0,0
18,Travel_Rarely,Sales,0,Undergraduate,Female,64.92665317398983,1,3,5,Married,6352.393993930755,No,2,2,14,7,2,6,0
45,Travel_Rarely,Sales,0,Phd,Female,78.00927705111656,0,3,3,Married,4475.922948814566,No,31,5,18,10,1,11,0
40,Travel_Rarely,Research & Development,0,High School,Male,85.64241835808491,0,5,2,Married,2874.492297485063,Yes,7,1,12,2,4,8,1
25,Travel_Rarely,Research & Development,0,High School,Male,42.06115643886983,5,3,4,Divorced,71.75345082266995,No,14,4,6,0,12,6,1
30,Travel_Rarely,Research & Development,0,Phd,Male,70.6251758362471,2,3,9,Married,4309.981760777384,No,37,2,5,5,1,2,0
44,Travel_Rarely,Sales,0,Masters,Male,70.77822597194451,2,3,2,Single,6941.256335471833,No,0,6,4,3,11,14,1
38,Travel_Rarely,Sales,0,Undergraduate,Male,64.98153664079679,4,2,2,Divorced,8522.15938250902,No,37,1,8,14,13,11,1
41,Travel_Rarely,Research & Development,0,Masters,Male,61.05889112615647,1,1,3,Married,5668.657286416001,No,4,4,16,12,6,0,1
33,Travel_Rarely,Research & Development,0,Undergraduate,Male,86.09040041944522,3,3,1,Single,5206.528000677988,No,35,3,16,12,14,8,1
32,Travel_Rarely,Research & Development,0,Phd,Male,81.97655478365957,2,1,4,Married,2434.6541416125474,Yes,21,5,1,10,9,0,1
32,Travel_Rarely,Research & Development,0,Undergraduate,Female,83.00801544502872,0,3,4,Married,2665.3270449891797,Yes,22,2,18,4,4,0,0
39,Non-Travel,Human Resources,0,Undergraduate,Male,77.48614502932264,3,0,4,Single,2952.765489226751,No,26,1,6,5,7,8,1
33,Travel_Rarely,Sales,0,High School,Female,74.56968447013695,0,1,5,Divorced,7220.305992939914,Yes,34,1,14,12,1,10,0
29,Travel_Rarely,Human Resources,0,Undergraduate,Male,97.94447125902418,1,1,6,Married,1478.6705153785092,No,15,4,18,1,2,6,0
37,Travel_Rarely,Research & Development,0,Masters,Female,76.24216561725478,2,4,3,Divorced,828.2865680166569,No,11,1,18,10,11,3,1
34,Non-Travel,Research & Development,0,Phd,Female,65.0458700993258,1,0,1,Married,3162.0469151074826,No,18,0,7,4,7,10,1
25,Travel_Rarely,Research & Development,0,Phd,Male,68.36386004436092,3,3,3,Divorced,1833.4925669090603,No,24,4,15,11,6,1,1
39,Travel_Rarely,Research & Development,0,Masters,Female,67.22057457068979,3,1,2,Married,3001.4429493074017,No,19,4,1,3,12,11,1
33,Non-Travel,Sales,0,Phd,Male,66.35031548136051,0,2,3,Single,6405.864833413043,No,6,3,3,3,5,11,1
37,Travel_Rarely,Human Resources,1,Masters,Male,43.218125418828976,1,3,5,Married,3459.762848787419,No,11,4,11,8,1,6,0
41,Travel_Frequently,Sales,0,Masters,Male,67.45566518111072,3,2,3,Single,3959.595180516334,Yes,30,1,19,4,13,0,1
20,Travel_Frequently,Research & Development,0,Undergraduate,Male,53.59583546664591,2,2,2,Divorced,5778.298229973784,Yes,17,6,12,4,14,5,1
44,Travel_Rarely,Research & Development,0,Undergraduate,Female,70.07010098449288,4,1,1,Married,8213.35940964909,No,13,3,17,10,7,12,1
30,Travel_Rarely,Sales,0,Undergraduate,Male,72.81550497732289,1,0,7,Single,4859.86282955098,Yes,3,3,18,6,11,8,0
24,Travel_Rarely,Sales,0,Undergraduate,Male,76.09538049914009,3,4,4,Married,4422.547788779604,Yes,30,2,9,2,6,0,0
26,Travel_Frequently,Research & Development,0,Undergraduate,Male,55.31335532034647,1,3,0,Married,5783.1390844876105,No,36,3,10,12,7,6,1
51,Travel_Rarely,Human Resources,0,Undergraduate,Male,81.63871391599,3,1,3,Divorced,1140.9018213920717,Yes,25,0,6,4,2,3,1
26,Travel_Rarely,Research & Development,0,High School,Female,81.20283680760616,0,1,4,Divorced,3968.6275585062813,Yes,7,2,11,2,5,9,0
39,Travel_Rarely,Sales,0,Masters,Male,82.41074995454949,1,5,3,Divorced,7745.469601713126,No,24,2,5,12,2,9,0
26,Travel_Rarely,Sales,0,Undergraduate,Male,74.69505631074836,3,0,2,Married,7999.961168891582,Yes,16,3,14,9,8,4,1
24,Travel_Rarely,Research & Development,0,Undergraduate,Female,55.5412397346271,0,1,6,Single,5281.045158636542,No,37,1,12,6,0,1,0
51,Non-Travel,Research & Development,0,Undergraduate,Male,57.81704254057656,0,6,5,Single,3886.3138772183365,No,38,1,8,9,11,14,1
52,Travel_Rarely,Research & Development,0,Undergraduate,Male,71.80383746689292,0,1,2,Married,4452.445112643116,No,9,3,7,8,8,9,1
33,Non-Travel,Sales,0,Undergraduate,Male,54.84098518973512,3,1,4,Married,4556.17110144648,No,8,1,11,6,10,10,0
31,Non-Travel,Sales,0,Undergraduate,Male,66.00265187925372,2,0,1,Single,5929.790503305812,No,30,4,9,11,7,11,1
43,Travel_Frequently,Sales,1,Undergraduate,Male,63.26013955868163,2,2,3,Divorced,8797.800834886648,No,5,1,6,9,9,7,1
32,Travel_Rarely,Sales,0,Phd,Male,62.52816565125874,2,3,3,Single,3498.0794540997103,No,7,7,1,10,0,3,0
38,Travel_Rarely,Research & Development,0,High School,Male,71.71115787252619,2,1,0,Married,4487.1636355109285,No,31,3,15,4,1,8,0
27,Travel_Rarely,Research & Development,0,Undergraduate,Female,61.680863722547,3,1,3,Single,5295.87606643095,No,24,2,4,5,4,6,1
27,Travel_Rarely,Human Resources,2,Undergraduate,Male,73.01628399635067,2,2,3,Married,2149.794398122094,No,11,3,10,7,0,5,0
33,Travel_Rarely,Sales,0,Undergraduate,Female,65.94162820339695,2,3,3,Married,4783.606446740793,Yes,37,1,1,6,4,7,1
23,Travel_Frequently,Sales,0,High School,Male,47.29772507159829,1,3,1,Married,3377.3832531346593,Yes,37,2,13,4,13,1,1
40,Non-Travel,Human Resources,0,Undergraduate,Male,65.13858134312315,2,6,1,Single,2652.0330588026527,No,30,3,0,2,12,8,1
35,Travel_Rarely,Research & Development,0,Undergraduate,Male,48.63039153986235,0,3,3,Married,8305.905526252625,Yes,26,4,19,8,13,2,1
49,Travel_Rarely,Sales,0,Phd,Female,80.01557890985353,3,2,2,Married,5043.492866011087,No,2,2,9,1,13,12,1
44,Travel_Rarely,Research & Development,0,High School,Male,35.76921897100432,2,3,4,Divorced,6459.539408581244,No,11,3,0,9,12,1,1
36,Travel_Rarely,Research & Development,0,Phd,Male,69.4811186835903,1,4,0,Single,6677.011109372724,Yes,10,3,12,9,4,14,1
34,Travel_Rarely,Sales,1,Masters,Male,81.50704182827472,2,1,9,Married,3973.8072861880305,No,10,2,3,10,12,0,1
30,Travel_Rarely,Sales,0,Phd,Male,72.6581214004713,1,4,2,Divorced,6779.055897505715,No,10,4,1,14,11,3,1
37,Travel_Rarely,Research & Development,0,High School,Female,45.94213688985175,5,2,1,Married,4068.6492597191395,No,3,2,11,12,14,3,1
37,Non-Travel,Research & Development,0,Phd,Female,86.70925587869151,2,1,3,Married,7608.561633846179,No,0,2,11,7,5,10,1
